54,-1409,1865,1186220,346,163858,1,2.13475E-07,3.84256E-03,0.00000E+00
54,-1408,1855,1186220,346,163858,1,3.79004E-07,6.82208E-03,0.00000E+00
54,-1408,1856,1186220,346,163858,1,3.65813E-07,6.58464E-03,0.00000E+00
54,-1408,1857,1186220,346,163858,1,3.52622E-07,6.34720E-03,0.00000E+00
54,-1408,1858,1186220,346,163858,1,3.39215E-07,6.10586E-03,0.00000E+00
54,-1408,1859,1186220,346,163858,1,3.24183E-07,5.83530E-03,0.00000E+00
54,-1408,1860,1186220,346,163858,1,3.07432E-07,5.53377E-03,0.00000E+00
54,-1408,1861,1186220,346,163858,1,2.89468E-07,5.21043E-03,0.00000E+00
54,-1408,1862,1186220,346,163858,1,2.71495E-07,4.88690E-03,0.00000E+00
54,-1408,1863,1186220,346,163858,1,2.53521E-07,4.56338E-03,0.00000E+00
54,-1408,1864,1186220,346,163858,1,2.35638E-07,4.24148E-03,0.00000E+00
54,-1408,1865,1186220,346,163858,1,2.19380E-07,3.94883E-03,0.00000E+00
54,-1408,1866,1186220,346,163858,1,2.05025E-07,3.69044E-03,0.00000E+00
54,-1408,1867,1186220,346,163858,1,1.92297E-07,3.46134E-03,0.00000E+00
54,-1408,1868,1186220,346,163858,1,1.79660E-07,3.23388E-03,0.00000E+00
54,-1408,1869,1186220,346,163858,1,1.67024E-07,3.00643E-03,0.00000E+00
54,-1408,1870,1186220,346,163858,1,1.54399E-07,2.77918E-03,0.00000E+00
54,-1408,1871,1186220,346,163858,1,1.43107E-07,2.57592E-03,0.00000E+00
54,-1408,1872,1186220,346,163858,1,1.33709E-07,2.40677E-03,0.00000E+00
54,-1408,1873,1186220,346,163858,1,1.26100E-07,2.26980E-03,0.00000E+00
54,-1408,1874,1186220,346,163858,1,1.18731E-07,2.13715E-03,0.00000E+00
54,-1408,1875,1186220,346,163858,1,1.11361E-07,2.00450E-03,0.00000E+00
54,-1407,1850,1186220,346,163858,1,4.67754E-07,8.41957E-03,0.00000E+00
54,-1407,1851,1186220,346,163858,1,4.51372E-07,8.12469E-03,0.00000E+00
54,-1407,1852,1186220,346,163858,1,4.35185E-07,7.83332E-03,0.00000E+00
54,-1407,1853,1186220,346,163858,1,4.19898E-07,7.55817E-03,0.00000E+00
54,-1407,1854,1186220,346,163858,1,4.05543E-07,7.29978E-03,0.00000E+00
54,-1407,1855,1186220,346,163858,1,3.91627E-07,7.04929E-03,0.00000E+00
54,-1407,1856,1186220,346,163858,1,3.77712E-07,6.79881E-03,0.00000E+00
54,-1407,1857,1186220,346,163858,1,3.63796E-07,6.54832E-03,0.00000E+00
54,-1407,1858,1186220,346,163858,1,3.49691E-07,6.29443E-03,0.00000E+00
54,-1407,1859,1186220,346,163858,1,3.33963E-07,6.01134E-03,0.00000E+00
54,-1407,1860,1186220,346,163858,1,3.16474E-07,5.69654E-03,0.00000E+00
54,-1407,1861,1186220,346,163858,1,2.97812E-07,5.36061E-03,0.00000E+00
54,-1407,1862,1186220,346,163858,1,2.79145E-07,5.02461E-03,0.00000E+00
54,-1407,1863,1186220,346,163858,1,2.60479E-07,4.68861E-03,0.00000E+00
